Date,ASIANPAINT.BO,BHARTIARTL.BO,ICICIBANK.BO,INFY.BO,MARUTI.BO,NESTLEIND.BO,RELIANCE.BO,SBIN.BO,TATASTEEL.BO,WIPRO.BO
29-05-2018,1255.625732,339.50177,282.2384949,536.1219482,8229.792969,8810.329102,897.4709473,258.4457092,537.020752,193.0230713
30-05-2018,1248.618652,337.3925476,276.9947815,534.99823,8157.364746,8827.501953,897.8135986,260.3970032,539.6813354,191.4080963
31-05-2018,1261.859375,335.5076599,277.3346252,542.8418579,8091.333984,8938.984375,901.6794434,262.6409607,537.2075195,192.2522888
01-06-2018,1250.165039,343.406189,281.1217651,537.708252,8335.166992,9161.585938,909.4111938,260.2506714,523.1109619,191.1878967
04-06-2018,1238.856934,333.7574158,277.9172974,546.2349854,8295.540039,9080.274414,919.3450317,256.6896057,529.2723389,190.8575745
05-06-2018,1230.400146,326.5321045,275.6838379,538.1268311,8352.419922,8831.896484,927.6640625,257.079834,533.9400024,187.4808655
06-06-2018,1221.411621,341.3866577,275.5867004,544.4723511,8409.917969,9031.079102,933.0959473,263.3238831,541.1751099,190.4171448
07-06-2018,1244.559204,341.0276184,282.5298157,551.1702271,8451.157227,9062.689453,950.7124634,262.6897278,561.3862305,194.1975861
08-06-2018,1234.60437,338.1554565,279.956543,555.1141968,8480.736328,9153.394531,962.4569702,266.0556946,559.6591797,193.6470337
11-06-2018,1241.853149,348.926178,278.4513855,556.5682373,8552.168945,9164.452148,961.5271606,266.9825134,549.6235352,193.9773407
12-06-2018,1241.418091,342.0149231,278.9368896,554.5193481,8548.519531,9106.46875,974.201355,275.958374,541.2683716,195.5188904
13-06-2018,1239.436646,337.572052,282.3841553,562.3188477,8524.44043,9095.729492,980.758728,280.6414185,529.7858887,197.4274902
14-06-2018,1248.662109,337.6169434,276.4120789,550.1495972,8507.707031,9028.258789,986.0436401,275.8120422,531.5595703,195.8125
15-06-2018,1244.000732,338.8735046,274.130127,568.6921387,8487.181641,9011.828125,992.2584229,270.7875061,528.3388672,195.8859406
18-06-2018,1239.776733,333.2189026,284.0349426,562.49646,8525.957031,8907.746094,993.3839722,270.1045837,521.5706177,194.968338
19-06-2018,1231.959595,333.1291199,283.549408,552.5256958,8407.501953,8897.567383,974.4460449,265.7630005,517.9764404,192.0687866
20-06-2018,1235.309814,334.1164246,284.7632141,552.2147827,8482.821289,9005.488281,998.2285767,266.5922852,525.8648682,190.7107697
21-06-2018,1218.121704,330.4813232,288.9387817,553.5470581,8409.06543,9109.245117,1010.364319,262.1531372,521.1038818,190.1235046
22-06-2018,1231.522583,336.225708,292.14328,553.5916138,8427.646484,9136.134766,990.741394,266.5922852,523.2044067,189.3527374
25-06-2018,1217.781738,335.328125,281.0732117,565.0723877,8335.118164,9164.177734,982.1778564,261.7628784,521.3839722,188.9857178
26-06-2018,1236.863525,341.2071228,279.6651917,567.5373535,8484.90625,9323.376953,957.8570557,260.6408997,512.84198,188.8388672
27-06-2018,1228.657837,336.3603516,270.8285217,563.6956177,8438.076172,9248.171875,950.5147095,255.2749176,507.1473694,187.8111572
28-06-2018,1230.794189,337.7964172,263.3027954,572.4229126,8324.548828,9057.273438,930.2302246,250.5918732,511.6284485,188.6553497
